applicant_id,age,job_tenure,income,requested_amount,dti,revolving_util,delinquency_2y,bureau_inquiries,default
PROP-003869,41,8.0,5813.21,9451.2,49.8,8.5,2,0,0
PROP-003870,44,2.1,7871.16,25190.86,41.7,46.7,0,1,0
PROP-003871,38,2.1,2987.15,9286.27,18.6,16.3,0,1,0
PROP-003872,25,4.9,11463.18,17237.55,27.6,56.7,0,5,0
PROP-003873,32,1.8,2965.83,9823.35,34.6,60.6,1,4,0
PROP-003874,23,1.5,2256.41,4879.54,27.9,35.7,1,1,0
PROP-003875,22,2.8,10587.31,18057.8,7.9,62.9,2,3,1
PROP-003876,42,0.1,4084.4,2740.5,42.2,66.6,1,4,0
PROP-003877,24,1.2,2140.61,6301.38,32.3,10.1,0,0,0
PROP-003878,41,3.7,3223.58,10560.21,8.1,14.8,0,2,0
PROP-003879,22,2.8,2725.52,8073.35,42.0,82.5,0,2,0
PROP-003880,41,5.6,3001.39,4905.57,14.0,66.4,0,2,0
PROP-003881,32,2.5,4659.86,12182.87,16.2,15.7,0,1,0
PROP-003882,54,2.2,3401.4,10723.56,27.4,66.2,1,4,1
PROP-003883,41,0.2,14407.14,39340.31,49.2,64.0,0,1,0
PROP-003884,52,0.4,3373.14,11446.5,26.4,29.8,0,1,0
PROP-003885,28,7.0,3818.9,8476.66,43.9,57.4,0,4,1
PROP-003886,38,2.8,10168.53,15275.0,33.5,28.6,0,1,0
PROP-003887,26,0.5,8829.0,11471.83,53.4,71.6,0,1,0
PROP-003888,33,10.2,6568.68,9054.63,68.4,28.5,1,3,1
PROP-003889,34,1.0,3290.4,4743.39,18.0,21.5,4,4,0
PROP-003890,29,3.8,9937.52,25556.89,10.5,31.9,2,1,0
PROP-003891,23,3.5,3315.94,4772.78,46.3,38.5,0,2,0
PROP-003892,21,2.1,2209.08,6975.46,28.9,47.4,0,1,0
PROP-003893,18,0.1,2923.7,2260.44,25.5,28.7,1,2,0
PROP-003894,25,1.6,6756.6,9321.83,43.7,26.9,2,1,0
PROP-003895,45,2.1,3572.99,2221.47,6.0,20.4,2,2,0
PROP-003896,18,0.1,4718.8,10821.13,20.9,82.2,1,4,1
PROP-003897,21,2.1,2321.73,7909.45,22.2,67.0,3,4,1
PROP-003898,59,1.6,6855.73,7303.36,36.2,42.3,1,1,0
PROP-003899,30,4.6,2685.4,9176.26,15.7,49.7,1,1,0
PROP-003900,41,4.0,2462.04,1477.18,24.4,47.0,0,1,0
PROP-003901,45,2.7,3684.04,5683.92,32.5,67.3,1,6,1
PROP-003902,45,1.8,1913.51,2980.86,11.0,59.8,1,1,0
PROP-003903,19,0.6,2405.09,3646.06,38.2,30.4,0,0,0
PROP-003904,35,1.2,2481.48,4013.17,19.6,32.6,3,3,0
PROP-003905,18,0.1,4805.55,8127.06,33.8,30.8,1,1,1
PROP-003906,67,1.1,2729.71,6435.94,38.9,19.4,1,4,0
PROP-003907,18,0.1,5008.52,16268.44,41.7,34.5,3,5,1
PROP-003908,25,1.6,3799.64,6314.0,36.8,33.0,0,2,0
PROP-003909,25,4.9,3152.55,6852.86,11.2,45.0,2,1,0
PROP-003910,20,1.4,8779.35,6376.3,10.2,47.6,2,3,0
PROP-003911,54,1.3,1558.35,5382.04,19.1,82.7,1,2,0
PROP-003912,67,0.2,6053.13,18022.55,22.9,19.5,0,1,0
PROP-003913,32,0.1,2117.83,3723.77,33.6,17.9,1,1,0
PROP-003914,22,0.5,2565.59,3616.98,28.5,15.8,4,1,0
PROP-003915,18,0.1,3228.37,6557.8,17.1,16.5,0,1,0
PROP-003916,35,0.8,3645.58,6712.48,17.6,19.9,1,1,0
PROP-003917,34,7.7,4048.84,5827.19,38.1,42.5,2,1,0
PROP-003918,30,6.5,4451.56,11791.54,20.8,30.4,2,2,0
PROP-003919,40,1.5,3074.12,9773.85,60.4,5.7,3,2,1
PROP-003920,42,0.1,1412.0,2599.46,56.8,81.2,1,5,1
PROP-003921,41,0.2,2688.24,6459.24,14.1,7.8,0,1,0
PROP-003922,34,4.4,6858.44,15270.07,23.6,52.7,0,1,0
PROP-003923,24,4.2,5820.13,13837.75,9.1,55.4,0,4,0
PROP-003924,45,3.9,5927.64,7162.21,24.1,81.9,0,3,0
PROP-003925,38,1.2,3577.17,3957.46,49.7,36.4,0,3,0
PROP-003926,48,16.2,5538.99,4306.92,38.7,62.9,0,2,0
PROP-003927,47,2.2,3128.58,10315.22,38.4,67.7,0,3,1
PROP-003928,20,1.0,3316.21,4593.04,48.5,5.4,0,2,0
PROP-003929,20,1.3,2913.66,2303.39,63.0,51.5,0,5,0
PROP-003930,28,0.1,7370.21,10757.54,14.8,29.9,0,1,0
PROP-003931,25,4.9,1412.0,2522.28,56.9,56.6,3,4,1
PROP-003932,47,3.4,4435.33,6571.34,49.1,42.1,0,3,0
PROP-003933,42,0.5,4433.84,6379.96,3.0,20.9,0,1,0
PROP-003934,51,0.7,4657.58,9995.63,31.4,18.9,0,0,0
PROP-003935,42,1.9,3920.28,13106.72,29.7,47.6,4,2,1
PROP-003936,40,7.4,8642.75,15437.56,7.1,25.4,0,1,0
PROP-003937,52,11.4,4220.0,12028.3,17.2,55.9,0,1,0
PROP-003938,43,0.5,3624.84,8760.21,23.9,10.3,0,1,0
PROP-003939,38,4.0,6086.12,14096.32,21.2,14.9,0,1,0
PROP-003940,55,1.9,1586.41,4172.09,14.7,49.0,0,1,0
PROP-003941,39,5.2,2661.08,6740.57,18.6,11.4,0,1,0
PROP-003942,34,0.5,7758.29,24831.95,23.7,9.5,0,3,0
PROP-003943,27,6.3,4866.53,15097.99,29.9,14.2,0,1,0
PROP-003944,46,0.3,1779.51,4048.71,16.9,29.7,0,0,0
PROP-003945,52,14.3,19875.1,40076.91,30.1,17.7,3,2,0
PROP-003946,37,6.5,3735.16,8979.36,7.6,46.4,3,1,0
PROP-003947,53,1.7,2605.16,7224.38,52.4,65.0,0,8,1
PROP-003948,18,0.1,1746.76,2428.42,17.6,48.0,0,3,0
PROP-003949,37,4.6,9294.06,24395.75,34.7,12.3,0,4,0
PROP-003950,37,4.8,2352.16,1441.11,40.2,53.5,1,3,0
PROP-003951,29,4.4,3269.63,6512.8,16.0,41.4,0,1,0
PROP-003952,66,5.2,5028.22,17340.0,32.5,20.7,1,2,0
PROP-003953,37,1.3,1412.0,2815.73,53.7,42.6,0,2,0
PROP-003954,33,1.7,6751.85,17078.56,17.2,1.0,2,1,0
PROP-003955,38,9.3,2408.78,1880.23,15.2,80.9,0,0,0
PROP-003956,18,0.1,7885.68,17431.96,61.1,23.0,2,1,0
PROP-003957,28,5.0,4898.42,16394.23,5.4,19.8,1,2,0
PROP-003958,49,5.2,8203.64,26781.07,55.3,67.3,0,6,1
PROP-003959,30,0.7,4674.51,7119.59,22.5,6.1,0,0,0
PROP-003960,28,0.7,7655.73,11310.26,13.2,7.2,0,1,0
PROP-003961,53,7.8,5439.47,8386.52,64.1,52.6,0,0,0
PROP-003962,54,11.9,3994.88,3544.07,22.9,29.9,1,4,0
PROP-003963,44,2.6,5079.4,3146.59,23.0,8.4,2,3,0
PROP-003964,32,2.8,1412.0,1000.0,26.7,48.3,3,0,0
PROP-003965,35,0.7,2989.0,2723.21,17.6,14.6,0,1,0
PROP-003966,28,7.0,8418.83,22458.25,23.8,29.0,0,0,0
PROP-003967,26,1.1,1924.03,6595.83,61.2,6.9,1,1,1
PROP-003968,25,2.7,2919.76,4241.03,58.8,42.6,3,8,1
PROP-003969,30,5.9,1666.58,4813.1,19.8,42.5,0,2,0
PROP-003970,25,0.4,1430.56,2806.08,40.9,39.6,0,1,0
PROP-003971,19,0.7,3277.3,3539.78,13.7,68.0,2,1,0
PROP-003972,40,1.9,5287.19,11732.62,19.9,11.9,0,3,0
PROP-003973,40,2.5,3481.56,4727.46,65.5,57.1,0,2,0
PROP-003974,58,2.6,1930.15,4607.92,36.2,32.8,3,1,0
PROP-003975,29,3.2,2017.96,6082.87,47.0,50.5,1,1,0
PROP-003976,41,7.5,2291.31,2254.93,54.0,61.2,1,3,1
PROP-003977,41,1.0,3417.46,4053.44,30.1,33.8,0,2,0
PROP-003978,34,1.0,2305.46,5825.64,27.3,46.3,1,3,0
PROP-003979,46,8.0,7885.97,6454.99,58.3,49.9,0,6,1
PROP-003980,47,4.8,2656.66,7790.83,39.3,17.7,0,2,0
PROP-003981,41,1.6,3043.57,9663.17,12.0,33.1,1,0,0
PROP-003982,34,2.2,5602.75,11654.3,33.1,53.6,3,2,0
PROP-003983,33,9.0,1412.0,2362.35,9.5,63.3,0,5,0
PROP-003984,21,2.1,10123.02,15713.98,10.0,44.6,2,0,0
PROP-003985,28,4.8,6704.39,20818.55,21.4,38.1,2,1,1
PROP-003986,30,7.0,6595.22,17662.34,24.7,9.0,0,2,0
PROP-003987,24,2.2,2616.81,3565.93,31.5,7.5,1,2,0
PROP-003988,43,11.1,2429.96,4432.02,30.9,18.2,0,1,0
PROP-003989,52,2.1,2828.9,8280.76,26.2,64.1,3,4,1
PROP-003990,27,6.3,3230.23,2828.29,14.8,49.7,0,0,0
PROP-003991,41,1.0,8728.56,8882.97,34.0,13.5,1,0,0
PROP-003992,25,1.3,1412.0,2550.0,20.2,46.3,0,1,0
PROP-003993,34,3.8,8931.84,19690.67,55.3,62.8,1,1,1
PROP-003994,29,7.7,3594.8,9177.14,19.6,22.0,0,2,0
PROP-003995,45,0.2,7797.85,24862.41,59.3,53.8,4,2,1
PROP-003996,29,2.3,5152.63,13226.84,48.2,28.7,2,6,1
PROP-003997,50,0.6,6004.56,3655.53,62.1,4.2,2,1,0
PROP-003998,35,4.0,7250.92,25020.86,20.4,33.4,0,3,0
PROP-003999,30,8.4,3807.62,6166.22,8.9,3.0,0,0,0
PROP-004000,22,2.8,2315.06,4676.73,29.0,25.7,2,3,0
PROP-004001,41,4.0,2377.72,8262.23,38.6,83.8,0,1,0
PROP-004002,48,5.3,7295.55,20458.03,33.6,21.5,4,2,0
PROP-004003,41,1.1,10333.02,16301.34,15.7,9.6,0,0,0
PROP-004004,64,11.7,2645.84,6644.5,25.5,46.5,0,1,0
PROP-004005,55,0.5,7998.93,17404.51,27.1,5.8,1,2,0
PROP-004006,34,3.9,7324.02,17494.99,3.0,49.7,1,2,0
PROP-004007,34,1.9,1658.63,3441.63,21.7,80.1,4,5,1
PROP-004008,43,8.3,7166.99,10131.99,48.1,52.3,0,2,0
PROP-004009,27,6.3,2870.77,8847.09,12.1,23.5,0,2,0
PROP-004010,51,0.5,10204.88,14745.27,41.3,7.1,0,3,0
PROP-004011,42,2.3,4781.14,11689.28,25.5,75.0,1,2,0
PROP-004012,41,0.2,18566.97,30429.81,16.0,44.3,0,1,0
PROP-004013,46,0.5,4091.17,9250.7,25.1,20.3,2,2,1
PROP-004014,58,0.2,2881.88,9775.81,35.4,64.4,1,4,0
PROP-004015,40,9.0,5772.77,9168.45,43.0,45.1,0,1,0
PROP-004016,36,0.8,6681.94,16680.69,21.6,37.6,0,1,0
PROP-004017,56,4.5,5934.48,3632.26,15.6,73.4,0,2,0
PROP-004018,49,4.8,3362.69,2787.27,37.2,9.4,0,2,0
PROP-004019,34,2.5,6735.3,8177.8,15.7,29.5,0,2,0
PROP-004020,38,9.7,2087.9,5873.68,15.6,37.9,0,1,0
PROP-004021,40,0.2,1412.0,1317.31,30.0,29.3,1,1,0
PROP-004022,42,6.9,5257.79,9598.04,40.1,6.9,2,5,0
PROP-004023,21,2.1,16154.39,25113.97,18.1,36.8,2,3,1
PROP-004024,19,0.7,6130.82,6608.09,46.5,37.5,0,0,0
PROP-004025,27,6.3,2664.42,1432.87,8.2,66.8,0,1,0
PROP-004026,26,0.1,3493.17,10184.05,8.7,72.1,0,1,0
PROP-004027,30,3.9,4246.17,8829.79,33.5,5.9,0,2,0
PROP-004028,45,0.5,2462.2,7439.73,5.5,47.6,0,1,0
PROP-004029,35,0.9,2342.18,7764.34,41.9,34.8,0,1,0
PROP-004030,40,2.8,5316.35,13987.28,10.4,34.7,1,2,0
PROP-004031,23,1.2,5495.6,3894.3,20.6,45.1,0,0,0
PROP-004032,32,1.0,2424.88,2203.94,29.7,19.9,0,3,1
PROP-004033,45,1.0,1856.84,5136.08,44.8,69.6,0,1,0
PROP-004034,45,0.7,3707.34,12070.43,26.4,56.1,2,5,0
PROP-004035,29,7.4,3254.19,9482.9,19.4,40.7,0,4,0
PROP-004036,39,3.1,6153.0,8944.02,21.1,71.9,0,3,0
PROP-004037,64,10.4,2669.06,1609.65,41.2,55.6,0,6,0
PROP-004038,37,1.0,5077.83,3195.04,27.0,27.1,0,2,0
PROP-004039,29,2.1,5338.28,15011.23,16.4,27.1,0,2,0
PROP-004040,35,2.7,6703.33,15821.66,55.9,11.2,0,3,0
PROP-004041,39,3.2,3969.64,12568.44,38.1,47.5,2,4,0
PROP-004042,36,0.1,2761.01,8531.29,36.8,53.6,0,2,1
PROP-004043,37,5.3,3480.38,3243.46,33.4,23.6,0,2,0
PROP-004044,20,0.8,3715.21,12748.51,29.1,38.4,0,2,0
PROP-004045,26,0.9,13712.79,41837.59,37.3,35.4,3,2,1
PROP-004046,36,3.8,3028.29,8734.14,30.0,74.0,2,1,0
PROP-004047,36,4.8,12940.83,30670.82,19.4,10.1,0,0,0
PROP-004048,31,7.8,4281.96,11104.36,37.3,58.0,0,2,0
PROP-004049,35,0.9,3273.54,7528.42,40.3,68.3,0,5,0
PROP-004050,38,4.9,2781.68,8972.45,59.8,9.3,2,0,0
PROP-004051,48,0.9,2174.41,5194.82,11.6,32.0,0,3,0
PROP-004052,36,2.4,3717.15,5082.3,26.3,84.7,0,4,0
PROP-004053,42,2.3,3982.84,12013.37,52.7,7.3,1,1,0
PROP-004054,31,1.6,4175.63,7829.11,64.2,35.3,2,3,1
PROP-004055,44,0.9,15599.9,48094.81,52.5,72.1,1,3,0
PROP-004056,42,7.0,9494.38,17346.32,4.8,12.1,1,1,0
PROP-004057,48,6.8,4369.7,4918.43,19.2,21.7,0,3,0
PROP-004058,46,6.0,3242.77,10249.14,7.1,64.0,0,1,0
PROP-004059,45,2.0,1773.87,5458.36,7.7,46.3,1,1,0
PROP-004060,36,2.6,4844.11,5597.79,57.5,73.1,1,3,1
PROP-004061,40,12.7,7495.25,7066.88,37.7,55.6,1,0,0
PROP-004062,50,1.4,9065.83,29379.48,21.3,56.0,0,0,0
PROP-004063,30,6.4,2957.63,7168.87,29.5,24.1,2,0,0
PROP-004064,30,2.8,1833.51,4777.18,30.4,57.2,0,2,0
PROP-004065,40,0.5,4156.12,4023.02,31.7,73.2,0,4,0
PROP-004066,42,1.7,5518.82,5892.39,36.0,82.6,2,2,1
PROP-004067,28,2.8,3390.99,3009.61,56.3,53.1,1,4,1
PROP-004068,37,0.4,5489.35,16185.57,22.4,64.7,0,3,0
PROP-004069,36,1.1,3860.17,11475.94,22.2,37.3,3,0,0
PROP-004070,18,0.1,4539.94,11114.23,19.0,51.3,2,1,1
PROP-004071,35,8.8,4764.78,5630.37,9.4,26.2,0,0,0
PROP-004072,36,6.5,3958.55,7259.37,41.9,58.5,3,2,0
PROP-004073,36,1.4,1915.94,6608.92,25.6,6.7,0,2,0
PROP-004074,54,5.4,8551.6,7454.94,14.7,67.5,2,4,0
PROP-004075,23,1.7,2896.18,5764.8,36.8,30.4,0,3,0
PROP-004076,28,4.3,1412.0,1167.42,11.2,6.5,0,0,0
PROP-004077,18,0.1,3834.51,4028.4,22.4,63.6,2,3,0
PROP-004078,32,1.4,5107.46,13896.78,52.8,12.2,1,3,0
PROP-004079,33,1.9,7201.52,24068.21,29.1,34.2,2,3,0
PROP-004080,31,8.7,4609.99,10513.89,23.1,23.1,0,1,0
PROP-004081,51,1.8,4267.84,5762.17,19.8,73.1,0,2,0
PROP-004082,48,3.4,4460.91,15206.64,29.4,16.9,2,2,0
PROP-004083,38,0.1,2666.79,4764.75,54.8,36.7,2,3,1
PROP-004084,33,5.0,3314.91,4659.08,21.6,10.8,0,2,0
PROP-004085,50,3.8,6894.41,13174.05,36.9,47.3,2,3,1
PROP-004086,37,0.8,3004.89,9672.82,45.1,2.3,1,1,0
PROP-004087,28,5.9,4437.49,13794.15,28.4,43.1,2,1,1
PROP-004088,18,0.1,3159.72,6710.2,25.9,40.7,2,2,1
PROP-004089,32,3.6,2793.68,5500.94,36.5,55.0,0,6,0
PROP-004090,47,5.7,3653.3,3481.06,44.4,28.6,1,1,0
PROP-004091,65,1.4,3688.43,5826.91,24.5,39.3,1,2,0
PROP-004092,38,0.4,3757.09,9538.95,39.2,50.8,0,3,0
PROP-004093,28,7.0,4826.51,3042.93,37.4,61.1,2,3,1
PROP-004094,23,3.5,1412.0,4069.51,5.7,75.2,0,2,0
PROP-004095,44,1.8,3179.45,9237.01,18.3,46.4,1,3,0
PROP-004096,18,0.1,5698.55,5310.56,17.5,63.2,2,2,1
PROP-004097,44,1.8,9434.11,10803.19,10.7,62.8,0,3,0
PROP-004098,47,2.1,1988.48,4278.38,6.6,31.0,0,1,0
PROP-004099,43,1.4,2116.53,6812.71,44.3,32.5,0,3,1
PROP-004100,35,3.9,4650.61,4791.1,13.1,41.1,0,4,0
PROP-004101,44,3.1,7503.64,19754.89,16.1,41.2,0,0,0
PROP-004102,40,0.3,2582.6,5257.94,16.5,42.1,0,2,0
PROP-004103,28,7.0,1412.0,2714.64,49.1,59.4,1,2,0
PROP-004104,60,0.1,4698.49,12962.37,14.5,29.1,2,5,0
PROP-004105,33,3.1,2432.61,7108.21,46.3,33.8,0,4,0
PROP-004106,47,0.1,10513.55,19575.5,23.5,37.6,0,1,0
PROP-004107,18,0.1,3791.2,8258.42,49.9,60.9,0,2,0
PROP-004108,53,4.0,2017.63,6267.74,27.1,36.1,1,0,0
PROP-004109,55,12.2,2382.46,5789.99,45.6,11.8,1,0,0
PROP-004110,38,1.9,4431.88,12553.27,61.3,45.2,3,3,1
PROP-004111,44,6.8,3320.57,7508.74,19.1,42.1,2,2,0
PROP-004112,44,4.0,4309.59,8635.47,47.2,58.2,3,1,0
PROP-004113,30,5.6,23421.86,50000.0,44.3,57.1,2,2,1
PROP-004114,44,5.8,2164.23,3944.45,11.2,57.2,0,2,0
PROP-004115,28,6.8,6374.04,5740.81,30.3,34.8,0,3,0
PROP-004116,30,8.4,8978.14,12245.83,16.9,15.6,0,1,0
PROP-004117,51,0.4,8296.75,17243.43,38.2,41.7,1,5,1
PROP-004118,49,4.8,2216.43,7265.5,7.3,69.8,0,4,0
PROP-004119,29,0.3,4319.66,8450.79,19.0,15.4,0,0,0
PROP-004120,29,0.3,1708.4,4523.56,22.2,43.0,0,2,0
PROP-004121,30,8.4,6504.01,21225.52,32.5,42.8,0,2,0
PROP-004122,46,3.9,3072.04,4172.52,8.9,28.6,3,0,0
PROP-004123,26,0.1,4944.28,3965.69,25.5,26.0,0,2,0
PROP-004124,42,1.1,9230.12,28165.22,23.9,75.6,1,3,0
PROP-004125,46,3.2,4684.64,14832.04,13.2,30.9,0,5,0
PROP-004126,36,1.6,4635.95,8901.08,24.5,18.8,0,1,0
PROP-004127,50,4.1,3556.61,8692.56,44.1,59.2,0,2,0
PROP-004128,34,0.7,8639.61,15180.67,72.8,29.2,4,2,1
PROP-004129,35,1.2,2922.8,9776.07,51.3,12.9,0,3,0
PROP-004130,26,1.1,5266.68,7078.32,19.8,41.1,0,3,0
PROP-004131,50,11.4,5768.84,4232.43,31.4,49.9,1,1,1
PROP-004132,28,0.2,6435.06,16039.78,13.8,37.0,1,2,0
PROP-004133,42,0.9,4945.4,2915.74,19.1,27.9,0,2,0
PROP-004134,37,4.1,2254.91,7566.7,60.0,59.6,3,3,1
PROP-004135,25,4.3,4104.54,12219.73,30.5,76.3,2,2,0
PROP-004136,30,0.1,1516.56,2123.66,59.6,65.3,1,6,1
PROP-004137,54,4.1,3545.82,5741.59,19.0,2.2,0,2,0
PROP-004138,40,4.8,6066.78,8931.73,27.1,40.0,0,3,0
PROP-004139,25,2.9,7492.48,6032.98,12.9,13.7,0,0,0
PROP-004140,41,0.4,2819.8,8702.18,17.6,30.1,2,4,0
PROP-004141,36,3.5,14146.31,39711.84,37.5,53.9,0,1,0
PROP-004142,75,0.3,1641.32,2242.37,3.7,21.1,0,3,0
PROP-004143,41,1.9,5478.15,15008.39,4.6,54.9,0,3,0
PROP-004144,33,2.7,5812.65,8505.67,25.6,9.0,1,0,0
PROP-004145,55,4.4,5874.71,13664.28,49.7,11.8,1,3,0
PROP-004146,18,0.1,5281.91,14672.8,65.2,21.3,1,3,0
PROP-004147,39,2.6,4377.37,8647.98,41.3,75.5,1,1,0
PROP-004148,61,6.3,11512.32,18476.25,13.7,58.8,0,2,0
PROP-004149,36,0.5,2237.62,3271.28,32.2,46.3,5,1,0
PROP-004150,18,0.1,3434.81,8232.83,32.9,15.1,0,0,0
PROP-004151,33,8.4,4484.14,13711.43,3.3,61.8,3,2,0
PROP-004152,55,11.2,3841.75,10052.94,13.5,29.3,0,1,0
PROP-004153,42,2.1,2392.16,6393.26,47.0,36.1,1,2,0
PROP-004154,27,0.9,6031.05,14483.22,38.8,53.5,3,4,1
PROP-004155,29,5.5,4870.68,16225.24,43.8,49.1,0,3,1
PROP-004156,31,3.0,11496.77,39919.98,31.1,45.9,3,1,0
PROP-004157,42,4.5,6838.94,12536.74,54.2,57.7,0,2,0
PROP-004158,54,7.8,8053.56,4588.76,31.9,53.7,1,2,0
PROP-004159,50,2.0,7869.69,19666.85,20.3,47.0,2,0,0
PROP-004160,43,3.7,2290.99,7077.33,14.2,23.9,0,1,0
PROP-004161,22,1.6,3456.41,4005.86,30.2,5.9,1,0,0
PROP-004162,22,2.7,3516.9,10848.38,37.4,31.7,0,3,0
PROP-004163,44,10.1,8313.58,9938.12,16.0,2.4,1,3,0
PROP-004164,21,0.1,4727.59,11810.67,67.9,45.5,1,1,1
PROP-004165,35,0.2,4360.34,14806.49,50.5,52.1,0,2,0
PROP-004166,41,6.5,4185.86,5667.89,34.5,42.9,1,0,0
PROP-004167,24,4.2,8288.29,25785.49,29.9,32.1,0,1,0
PROP-004168,25,3.6,2403.72,7081.15,16.6,4.6,0,1,0
PROP-004169,36,1.0,4469.92,2511.48,45.0,31.9,3,1,1
PROP-004170,44,0.6,10695.24,16192.81,22.9,24.4,0,1,0
PROP-004171,50,1.1,5948.94,13797.8,23.5,66.9,0,1,0
PROP-004172,45,4.7,3504.77,3865.39,8.2,42.0,0,0,0
PROP-004173,38,1.8,5167.81,15462.56,19.3,20.0,0,1,0
PROP-004174,29,1.7,1836.27,6330.35,20.1,31.9,0,0,0
PROP-004175,25,3.0,2935.05,3174.77,23.8,16.4,0,1,0
PROP-004176,31,3.0,3635.09,4986.17,26.3,23.8,0,2,0
PROP-004177,42,4.0,2266.42,1232.88,27.2,20.7,0,2,0
PROP-004178,42,4.9,6595.24,8248.02,49.3,49.9,2,2,1
PROP-004179,18,0.1,2167.45,6727.45,28.6,65.7,0,2,0
PROP-004180,28,0.7,8944.42,23764.58,46.3,41.0,3,4,0
PROP-004181,52,2.2,6053.67,15471.57,16.6,40.0,2,2,0
PROP-004182,38,1.1,2965.72,5032.33,34.7,42.0,0,2,0
PROP-004183,20,1.4,3229.71,2456.47,17.6,68.8,0,2,0
PROP-004184,66,1.6,4364.19,8215.61,18.2,24.7,3,2,0
PROP-004185,37,5.0,7517.85,24653.8,36.3,19.0,2,0,0
PROP-004186,42,6.0,4213.12,10653.21,17.6,50.5,0,3,0
PROP-004187,42,0.4,7988.31,5578.96,56.3,64.3,0,2,0
PROP-004188,33,6.3,4356.65,3765.45,36.7,50.5,3,4,0
PROP-004189,29,1.3,6450.32,6646.87,10.6,4.0,0,0,0
PROP-004190,63,1.1,10450.16,7711.75,25.4,25.3,1,3,0
PROP-004191,50,1.8,4992.28,3003.67,38.9,14.8,0,1,0
PROP-004192,47,2.1,2334.49,5052.48,36.7,15.0,0,1,0
PROP-004193,44,1.1,3913.85,2326.14,19.8,45.9,0,2,0
PROP-004194,25,0.1,14024.57,22330.75,32.5,54.3,3,5,1
PROP-004195,53,1.4,3234.81,4510.93,44.8,17.6,0,6,0
PROP-004196,27,6.3,1463.23,3255.85,25.6,19.5,0,1,0
PROP-004197,41,0.2,2484.06,7282.44,31.2,40.8,1,2,0
PROP-004198,18,0.1,3806.96,12551.36,15.5,21.1,0,1,0
PROP-004199,18,0.1,5863.05,4332.85,38.2,41.7,2,3,1
PROP-004200,41,0.8,8705.11,9628.05,14.1,25.3,2,1,0
PROP-004201,28,0.7,2694.5,5151.17,48.7,20.6,1,1,0
PROP-004202,18,0.1,9730.85,32397.77,41.5,21.8,3,3,1
PROP-004203,44,3.1,6744.97,21917.06,21.7,51.5,1,3,0
PROP-004204,63,4.0,8278.27,26316.59,32.2,39.0,3,1,0
PROP-004205,54,7.2,7915.34,12043.75,58.0,38.3,3,1,1
PROP-004206,34,2.6,3488.81,5594.31,26.5,74.7,0,2,0
PROP-004207,38,4.8,12915.89,36794.56,10.3,68.6,0,3,0
PROP-004208,48,6.1,9639.42,13196.56,33.6,7.0,2,3,0
PROP-004209,51,0.1,4647.47,7662.28,19.4,72.2,0,3,1
PROP-004210,33,1.0,10227.91,23279.41,59.3,44.7,1,2,1
PROP-004211,38,0.8,21335.16,50000.0,47.6,50.4,1,4,1
PROP-004212,41,3.0,8009.46,9392.77,18.5,72.3,3,3,0
PROP-004213,44,2.1,1412.0,2432.89,39.8,37.5,1,2,0
PROP-004214,36,2.2,1681.19,5733.77,52.4,47.0,1,3,1
PROP-004215,36,0.8,5296.0,6953.08,10.9,62.7,3,2,0
PROP-004216,54,3.3,2589.08,6931.88,29.7,42.9,1,2,0
PROP-004217,52,10.4,2883.5,5777.12,35.4,46.2,0,2,0
PROP-004218,43,4.4,5148.25,13243.45,28.0,49.7,0,3,0
PROP-004219,58,3.5,3570.77,7053.31,7.4,51.5,1,1,0
PROP-004220,33,1.9,7478.79,6467.74,35.6,39.4,3,2,0
PROP-004221,57,6.5,8066.71,10309.46,17.0,28.7,6,3,0
PROP-004222,44,2.1,2412.11,6643.17,13.0,5.0,0,0,0
PROP-004223,75,5.2,5300.81,18249.45,46.4,80.2,1,3,1
PROP-004224,23,3.5,3325.64,1865.74,44.1,55.3,2,2,0
PROP-004225,29,1.7,6900.76,8838.07,30.7,27.7,4,2,0
PROP-004226,43,1.3,3928.86,9175.25,40.2,11.0,0,4,0
PROP-004227,42,7.8,7829.95,22431.67,55.9,61.8,2,3,0
PROP-004228,61,15.2,4270.6,3112.99,24.9,45.2,2,1,0
PROP-004229,29,0.2,11466.92,27704.78,47.6,30.6,1,2,0
PROP-004230,48,6.0,5225.26,11753.3,25.0,33.0,1,1,0
PROP-004231,51,3.7,1779.55,3412.29,40.7,32.3,0,3,1
PROP-004232,46,2.7,6247.63,9349.65,46.1,11.9,0,1,0
PROP-004233,26,1.6,3715.14,6859.6,35.5,12.7,1,3,0
PROP-004234,54,4.7,1412.0,4290.61,18.7,22.4,0,1,0
PROP-004235,52,4.2,3659.21,9717.06,13.6,74.4,3,2,1
PROP-004236,45,0.5,6195.2,10446.12,34.4,4.7,2,5,1
PROP-004237,40,5.4,7087.56,6001.89,57.9,8.4,1,2,0
PROP-004238,40,6.2,6636.21,16593.48,20.8,36.7,0,2,0
PROP-004239,37,4.9,4396.14,14815.13,22.6,47.2,0,4,0
PROP-004240,45,2.7,3561.89,9438.68,9.4,30.6,0,1,0
PROP-004241,38,10.2,2583.24,3659.39,22.3,42.3,2,3,0
PROP-004242,27,1.7,7365.01,25188.3,21.2,12.3,1,4,0
PROP-004243,25,4.9,6778.59,5417.2,34.8,33.7,2,1,0
PROP-004244,28,7.0,3121.24,7150.29,41.4,55.8,2,1,0
PROP-004245,40,2.8,10776.06,12779.32,62.1,14.9,2,1,0
